"Column1","Column2","Correlation"
"Day.Fri","Day.Tue",-0.225094169378281
"ChangeFuture5","ChangeFuture100",0.224528521299362
"Change200Period","ChangeEMA",0.223937600851059
"RSI","DailyChange10Period",0.223140552639961
"Change10Period","Change200Period",0.22172187268734
"ClassChange25Period","ClassChange200Period",0.221645012497902
"DailyChange100Period","DailyClassChange10Period",0.21984925866127
"Change5Period","ClassChange50Period",0.219678074121475
"Change5Period","Change100Period",0.219171851873398
"Change100Period","ClassChangeEMA",0.218497335910797
"ClassChange200Period","DailyChange100Period",0.21697062253952
"ChangeEMA","ClassChange100Period",0.216648086905479
"Change10Period","ClassChange100Period",0.216023072600365
"SlowRSI","ClassChange5Period",0.215552017092705
"ConsecChange5Period","ConsecChangeMACD",0.21508377790451
"ClassChange100Period","DailySlowRSI",0.214415892958641
"DailyChange200Period","DailyChangeEMA",0.214382648468018
"DailyChange10Period","DailyChange200Period",0.213999286293983
"Change1Period","ClassChange10Period",0.213143810629845
"ConsecChange25Period","ConsecChange50Period",0.212779521942139
"Change100Period","DailyChange100Period",0.212627664208412
"ChangeSlowRSI","ClassChange25Period",0.212396740913391
"DailyClassChange5Period","DailyClassChange50Period",0.212309777736664
"DailyChange10Period","DailyClassChangeRSI",0.211656019091606
"ClassChange200Period","DailyChange1Period",0.211514621973038
"ClassChangeMACD","ConsecChange5Period",0.211105659604073
"DailyChange1Period","DailyClassChange10Period",0.21016526222229
"ClassChange25Period","DailyChangeEMA",0.209081277251244
"ConsecChange1Period","ConsecChangeSlowRSI",0.209017485380173
"DailyChange10Period","DailyClassChange1Period",0.208369836211205
"ClassChange100Period","DailyChange50Period",0.207850098609924
"MACD","ChangeSlowRSI",0.206683412194252
"RSI","DailyClassChange10Period",0.205884799361229
"Day.Sun","ConsecChange1Period",0.204804360866547
"Change100Period","DailyClassChange50Period",0.202598631381989
"DailyChange25Period","DailyChangeSlowRSI",0.20246796309948
"Change100Period","ClassChange10Period",0.202045008540154
"RSI","ClassChangeRSI",0.201366394758224
"ClassChange100Period","ClassChangeEMA",0.20036943256855
"Change200Period","DailyClassChangeRSI",0.200363218784332
"ChangeFuture1","ChangeFuture25",0.20020055770874
"ChangeSlowRSI","DailyChangeSlowRSI",-0.200016692280769
"ClassChange25Period","DailyClassChangeSlowRSI",0.199920952320099
"Change1Period","Change25Period",0.198847398161888
"RSI","ClassChange1Period",0.198555961251259
"Change200Period","DailyChange200Period",0.198528975248337
"Change200Period","DailyClassChange1Period",0.197424545884132
"DailyChange25Period","DailyClassChangeSlowRSI",0.197376400232315
"DailyClassChange100Period","DailyClassChangeEMA",0.197023212909698
"Change50Period","ClassChange5Period",0.196174100041389
"Change25Period","DailyClassChangeEMA",0.195404037833214
"ClassChange100Period","DailyClassChange50Period",0.194503307342529
"SlowRSI","DailyChange25Period",0.193906128406525
"DailyConsecChange5Period","DailyConsecChangeMACD",0.193549782037735
"Change25Period","ClassChangeSlowRSI",0.193083122372627
"ClassChange200Period","DailyClassChangeRSI",0.192866548895836
"MACD","DailyChange10Period",0.19243685901165
"MACD","DailyClassChange5Period",0.191015347838402
"ClassChange200Period","DailyClassChange1Period",0.190762028098106
"DailyClassChange25Period","DailyClassChangeSlowRSI",0.189514219760895
"DailyMACD","DailyClassChangeSlowRSI",0.187944486737251
"ConsecChange50Period","DailyClassChangeMACD",0.187920182943344
"ClassChangeMACD","ConsecChangeSlowRSI",0.187581479549408
"MACD","ClassChangeSlowRSI",0.187194019556046
"DailyMACD","DailyChangeSlowRSI",0.186114430427551
"ClassChange10Period","ClassChange100Period",0.185912296175957
"DailyChangeSlowRSI","DailyClassChange25Period",0.185371518135071
"DailyChange1Period","DailyChange25Period",0.184005007147789
"DailyClassChangeMACD","DailyConsecChange5Period",0.183903127908707
"ConsecChange10Period","ConsecChangeSlowRSI",0.182623788714409
"ClassChange25Period","ClassChangeSlowRSI",0.181677848100662
"ChangeSlowRSI","DailyChangeRSI",-0.181231245398521
"Change10Period","ClassChangeRSI",0.181093990802765
"DailyClassChange10Period","DailyClassChangeRSI",0.180628046393394
"Change10Period","ClassChange1Period",0.180558249354362
"ChangeSlowRSI","DailyChangeEMA",-0.17976987361908
"Change50Period","DailyChange50Period",0.179111212491989
"SlowRSI","DailyClassChange25Period",0.179077193140984
"DailyClassChange1Period","DailyClassChange10Period",0.178476095199585
"ClassChange5Period","ClassChange50Period",0.177773281931877
"DailyClassChange10Period","DailyClassChange100Period",0.17745541036129
"ChangeSlowRSI","DailyChange1Period",-0.177187159657478
"ClassChange1Period","ClassChange10Period",0.177012786269188
"DailyChange200Period","DailyClassChangeEMA",0.176399245858192
"ClassChange50Period","DailyChange25Period",0.175155609846115
"MACD","DailyRSI",0.175003081560135
"ClassChange10Period","ClassChangeRSI",0.173952341079712
"ClassChange200Period","DailyClassChange100Period",0.173678278923035
"DailyChange200Period","DailyConsecChange100Period",0.173650100827217
"ClassChange25Period","DailyClassChangeEMA",0.173545509576797
"ChangeSlowRSI","DailyClassChangeSlowRSI",-0.172258421778679
"Month.Oct","DailyConsecChange5Period",0.171983823180199
"Change50Period","DailyClassChange25Period",0.171948179602623
"Change25Period","DailyChange10Period",0.169552981853485
"ChangeSlowRSI","DailyClassChangeEMA",-0.167341247200966
"DailyConsecChange25Period","DailyConsecChange50Period",0.166031181812286
"ChangeFuture5","ChangeFuture200",0.164797127246857
"ClassChange25Period","DailyChange5Period",0.164485231041908
"ClassChangeSlowRSI","DailyChangeSlowRSI",-0.163751795887947
"DailyChange200Period","DailyClassChange10Period",0.163609191775322
"Change200Period","ClassChangeEMA",0.162444338202477
"Change25Period","DailyClassChange5Period",0.162317171692848
"ChangeSlowRSI","DailyChange5Period",-0.161698430776596
"DailyChange5Period","DailyClassChange100Period",0.161298230290413
"ClassChange200Period","DailyChange200Period",0.159888595342636
"Change5Period","Change200Period",0.15829961001873
"ChangeEMA","ClassChange200Period",0.157819464802742
"Change10Period","ClassChange200Period",0.156836703419685
"ChangeSlowRSI","DailyClassChangeRSI",-0.156747162342072
"Month.Apr","DailySlowRSI",0.156614020466805
"ConsecChange1Period","ConsecChange5Period",0.156431511044502
"Month.Apr","DailyRSI",0.156340330839157
"ChangeSlowRSI","DailyClassChange1Period",-0.155818551778793
"Change10Period","ChangeRSI",0.155361011624336
"ClassChange50Period","DailyClassChange25Period",0.154111459851265
"DailyChange100Period","DailyClassChange5Period",0.153267428278923
"Change5Period","ClassChange100Period",0.153124183416367
"ConsecChange100Period","DailyConsecChangeRSI",0.152391165494919
"Day.Sun","Time.23.00.00",0.152188658714294
"SlowRSI","DailyChange50Period",0.151128575205803
"Change200Period","ClassChange10Period",0.15111331641674
"ChangeSlowRSI","DailyClassChange5Period",-0.150676533579826
"Day.Sun","Time.22.00.00",0.150110691785812
"Change25Period","DailyRSI",0.150090828537941
"ConsecChange25Period","DailyConsecChangeRSI",0.150070562958717
"Change50Period","DailyMACD",0.150037214159966
"Change100Period","DailyClassChange100Period",0.149840712547302
"ConsecChange25Period","DailyConsecChange1Period",0.149797379970551
"ChangeRSI","ClassChange10Period",0.147332176566124
"ClassChange200Period","ClassChangeEMA",0.146769225597382
"Month.Apr","DailyChange50Period",0.146751224994659
"ClassChangeMACD","ConsecChange25Period",-0.14659857749939
"ClassChange100Period","DailyChange100Period",0.145970448851585
"ClassChangeSlowRSI","DailyChangeEMA",-0.145178496837616
"ConsecChange10Period","ConsecChange25Period",0.144985556602478
"ClassChange200Period","DailyChangeRSI",0.144357159733772
"ClassChange25Period","DailyClassChange5Period",0.143957495689392
"RSI","DailyChange25Period",0.143950745463371
"DailyClassChangeMACD","DailyConsecChange25Period",-0.143747180700302
"DailyClassChange200Period","DailyConsecChange200Period",0.143720492720604
"DailyClassChangeMACD","DailyConsecChangeEMA",0.143162548542023
"DailyChangeEMA","DailyClassChange200Period",0.143147453665733
"DailyChange10Period","DailyChangeRSI",0.143029004335403
"ClassChangeSlowRSI","DailyChangeRSI",-0.142850145697594
"DailyClassChangeMACD","DailyConsecChangeRSI",0.142490044236183
"Month.Apr","DailyChange25Period",0.142457440495491
"ChangeFuture1","ChangeFuture50",0.141496509313583
"DailyChange5Period","DailyChange200Period",0.141251653432846
"ClassChangeSlowRSI","DailyClassChangeSlowRSI",-0.140805914998055
"ConsecChange100Period","DailyConsecChange1Period",0.140715375542641
"ClassChangeSlowRSI","DailyChange1Period",-0.140645638108253
"Change1Period","Change50Period",0.14046573638916
"Month.Apr","DailyMACD",0.140192747116089
"DailyChange10Period","DailyClassChange200Period",0.140180572867393
"ConsecChange50Period","DailyConsecChangeMACD",0.140089377760887
"MACD","DailyClassChange10Period",0.139353603124619
"RSI","ChangeRSI",0.138909921050072
"Change200Period","DailyChangeRSI",0.13883376121521
"DailyChangeRSI","DailyClassChange10Period",0.138208076357841
"DailyChange1Period","DailyChange50Period",0.138169273734093
"SlowRSI","DailyClassChange50Period",0.137474119663239
"ConsecChange25Period","ConsecChangeMACD",0.137389719486237
"Month.Jan","DailyConsecChange25Period",-0.1369369328022
"Month.May","DailyChangeSlowRSI",-0.136845618486404
"DailyClassChangeMACD","DailyConsecChange1Period",0.136721909046173
"Month.Oct","DailyConsecChange25Period",0.135551109910011
"ClassChange10Period","ClassChange200Period",0.135013774037361
"RSI","DailyClassChange25Period",0.134803146123886
"ConsecChange1Period","ConsecChangeEMA",0.134695261716843
"Change100Period","ClassChange5Period",0.134644016623497
"Change200Period","DailyClassChange200Period",0.134369730949402
"ClassChangeMACD","ConsecChangeMACD",-0.134111642837524
"ConsecChange100Period","DailyConsecChange10Period",0.133936524391174
"DailyClassChange200Period","DailyClassChangeEMA",0.133869111537933
"ClassChange50Period","DailyChange50Period",0.133726477622986
"DailyClassChange5Period","DailyClassChange100Period",0.133285075426102
"Month.Apr","DailyClassChange100Period",0.133205279707909
"SlowRSI","DailyMACD",0.133134931325912
"Change1Period","ClassChange25Period",0.132799804210663
"ClassChangeSlowRSI","DailyChange5Period",-0.131819292902946
"DailyConsecChange10Period","DailyConsecChangeSlowRSI",0.131785050034523
"DailyChange1Period","DailyClassChange25Period",0.131465837359428
"ClassChangeSlowRSI","DailyClassChangeEMA",-0.131246626377106
"Change50Period","DailyChange100Period",0.131149023771286
"Month.Oct","DailyConsecChangeEMA",0.129932388663292
"ClassChange25Period","DailyRSI",0.129629194736481
"ConsecChange200Period","DailyClassChangeMACD",0.129474371671677
"DailyChange25Period","DailyClassChangeRSI",0.127966105937958
"DailyChange25Period","DailyClassChange1Period",0.127678170800209
"DailyConsecChangeRSI","DailyConsecChangeMACD",0.127003625035286
"ClassChange200Period","DailyClassChange200Period",0.125888377428055
"ClassChange5Period","ClassChange100Period",0.125425904989243
"DailyConsecChange1Period","DailyConsecChangeMACD",0.124971561133862
"Day.Sun","Time.21.00.00",0.124964706599712
"ClassChangeSlowRSI","DailyClassChangeRSI",-0.124892331659794
"Change50Period","DailyClassChange50Period",0.12409046292305
"DailyClassChange10Period","DailyClassChange200Period",0.12384083122015
"ClassChangeSlowRSI","DailyClassChange1Period",-0.123748086392879
"MACD","DailyChange25Period",0.123306028544903
"Change100Period","DailyChange200Period",0.122897773981094
"DailyConsecChange10Period","DailyConsecChange25Period",0.122115544974804
"DailyChange200Period","DailyConsecChange50Period",0.121452294290066
"ClassChange25Period","DailyChange10Period",0.121059194207191
"ClassChangeSlowRSI","DailyClassChange5Period",-0.120946876704693
"DailyRSI","DailyChangeRSI",0.120799280703068
"ChangeSlowRSI","DailyRSI",-0.119738861918449
"ClassChange100Period","DailyClassChange100Period",0.119137309491634
"ClassChange50Period","DailyClassChange50Period",0.118364557623863
"ClassChange50Period","DailyMACD",0.117857798933983
"ClassChangeMACD","ConsecChangeEMA",0.116354078054428
"Change25Period","DailyClassChange10Period",0.115717701613903
"DailySlowRSI","DailyChangeRSI",-0.115360833704472
"DailyRSI","DailyConsecChangeEMA",0.115085765719414
"RSI","DailyChange50Period",0.115033403038979
"Day.Sat","ConsecChangeSlowRSI",0.113774538040161
"ConsecChange25Period","ConsecChangeEMA",0.113548152148724
"DailyClassChange25Period","DailyClassChangeRSI",0.113347761332989
"DailyClassChange1Period","DailyClassChange25Period",0.112843133509159
"Month.Nov","DailyConsecChange50Period",0.112746760249138
"DailyChange25Period","DailyConsecChangeEMA",0.1124407351017
"Month.Aug","DailyClassChange100Period",-0.11243237555027
"Change5Period","ClassChange200Period",0.111941292881966
"Month.Jan","DailyConsecChange100Period",0.111163161695004
"SlowRSI","DailyChange100Period",0.111138172447681
"ChangeSlowRSI","DailyChange10Period",-0.110933780670166
"DailyClassChange10Period","DailyConsecChangeEMA",0.109953358769417
"DailyChange200Period","DailyClassChange5Period",0.108760856091976
"DailyChange50Period","DailyClassChangeRSI",0.108544684946537
"Month.May","ConsecChange200Period",0.10846021771431
"Change25Period","DailyChange25Period",0.108049497008324
"DailyChange50Period","DailyClassChange1Period",0.10788582265377
"DailyClassChange50Period","DailyClassChangeRSI",0.107841931283474
"Month.May","ClassChange200Period",-0.107496984302998
"Month.Apr","DailyClassChange10Period",0.10732789337635
"Month.Apr","ClassChange200Period",0.106993235647678
"Change25Period","ClassChangeRSI",0.106442168354988
"Day.Mon","Day.Sun",-0.10616122931242
"Day.Sun","Day.Wed",-0.106125608086586
"Month.Jul","DailyConsecChange100Period",0.106123521924019
"Day.Sun","Day.Thu",-0.105978637933731
"Day.Sun","Day.Tue",-0.105965279042721
"DailyClassChange1Period","DailyClassChange50Period",0.105624236166477
"Month.May","DailyClassChange10Period",-0.104938827455044
"ChangeSlowRSI","DailyClassChange10Period",-0.104841448366642
"Change25Period","ClassChange1Period",0.104735359549522
"SlowRSI","DailySlowRSI",0.104435071349144
"Month.Oct","DailyConsecChange50Period",0.104246988892555
"Month.May","DailyClassChangeEMA",-0.104107536375523
"DailyClassChange25Period","DailyConsecChange100Period",0.103946521878242
"ChangeFuture1","ChangeFuture100",0.102760098874569
"Change200Period","ClassChange5Period",0.102505944669247
"SlowRSI","DailyClassChange100Period",0.102434933185577
"Month.Oct","ConsecChange200Period",0.102057918906212
"DailyConsecChange25Period","DailyConsecChangeMACD",0.101886309683323
"RSI","DailyClassChange50Period",0.101770408451557
"MACD","DailyChange50Period",0.101701460778713
"ClassChange25Period","DailyClassChange10Period",0.10160706192255
"Change50Period","DailySlowRSI",0.101416572928429
"Month.Apr","DailyClassChange25Period",0.101303093135357
"Month.Apr","DailyClassChange50Period",0.10114810615778
"ClassChange100Period","DailyChange200Period",0.101110242307186
"ConsecChange200Period","DailyConsecChange100Period",-0.10093592107296
"DailyClassChange5Period","DailyConsecChangeEMA",0.100323759019375
"Change1Period","Change100Period",0.100034356117249
"Day.Fri","Day.Sun",-0.0995908379554749
"ClassChange50Period","DailyChange100Period",0.0995159968733788
"Month.Mar","DailyConsecChange100Period",-0.0990545749664307
"DailyChange1Period","DailyChange100Period",0.0986416339874268
"DailySlowRSI","DailyConsecChangeEMA",0.0982843115925789
"DailyConsecChange100Period","DailyConsecChange200Period",0.09788578748703
"RSI","DailyMACD",0.0977613180875778
"ClassChange200Period","DailyConsecChangeEMA",0.0971878245472908
